ID,text,ckpt,quant,compile,offload,vae,fast,lowres,temporal,Overall Peak VRAM alloc (MB),Overall Peak VRAM reserved (MB),Diffusion Peak VRAM alloc (MB),Diffusion Peak VRAM reserved (MB),Text Peak VRAM alloc (MB),Total Seconds,tSSIM,tLPIPS,CLIP sim,motion_verdict,decision,visual_notes
text-none_zero__ckpt-distilled__q-none__compile-1__offload-group__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled,none,1,group,1,1,0,1,3155.6,4074.0,3155.6,4074.0,0.0,16.9289,0.995052,0.00209,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled__q-none__compile-1__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,none_zero,distilled,none,1,group,1,1,1,0,3467.9,5172.0,3467.9,5172.0,0.0,14.5319,0.984403,0.004507,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled__q-none__compile-1__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,none_zero,distilled,none,1,group,1,1,1,1,1779.4,2452.0,1779.4,2452.0,0.0,15.7094,0.99825,0.00057,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled__q-int8__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,none_zero,distilled,int8,0,none,0,1,0,0,13598.7,13626.0,10671.1,11934.0,13598.7,3.1195,0.989268,0.003691,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден"
text-none_zero__ckpt-distilled__q-int8__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled,int8,0,none,0,1,0,1,13598.7,13626.0,7669.4,8342.0,13598.7,2.089,0.99483,0.002161,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-none_zero__ckpt-distilled__q-int8__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,none_zero,distilled,int8,0,none,0,1,1,0,13598.7,13626.0,7983.1,8698.0,13598.7,2.0017,0.984708,0.004476,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется"
text-none_zero__ckpt-distilled__q-int8__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,none_zero,distilled,int8,0,none,0,1,1,1,13598.7,13626.0,6295.5,6678.0,13598.7,2.0369,0.998309,0.000546,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-none_zero__ckpt-distilled__q-int8__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,none_zero,distilled,int8,0,none,1,1,0,0,13598.7,13626.0,10671.1,11934.0,13598.7,3.0413,0.989268,0.003691,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled__q-int8__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled,int8,0,none,1,1,0,1,13598.7,13626.0,7669.4,8342.0,13598.7,2.0873,0.99483,0.002161,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled__q-int8__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,none_zero,distilled,int8,0,none,1,1,1,0,13598.7,13626.0,7983.1,8698.0,13598.7,2.1867,0.984708,0.004476,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled__q-int8__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,none_zero,distilled,int8,0,none,1,1,1,1,13598.7,13626.0,6295.5,6678.0,13598.7,2.0961,0.998309,0.000546,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled__q-int8__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,none_zero,distilled,int8,1,none,0,1,0,0,13598.7,13626.0,10671.1,12300.0,13598.7,24.3093,0.989077,0.00374,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; compile визуально не меняет, но в этом запуске сильно замедлил"
text-none_zero__ckpt-distilled__q-int8__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled,int8,1,none,0,1,0,1,13598.7,13626.0,7669.4,8606.0,13598.7,21.3031,0.994669,0.002235,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил"
text-none_zero__ckpt-distilled__q-int8__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,none_zero,distilled,int8,1,none,0,1,1,0,13598.7,13626.0,7983.1,8960.0,13598.7,20.5795,0.984795,0.00442,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил"
text-none_zero__ckpt-distilled__q-int8__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,none_zero,distilled,int8,1,none,0,1,1,1,13598.7,13626.0,6294.6,7174.0,13598.7,20.4198,0.99796,0.00068,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил"
text-none_zero__ckpt-distilled__q-int8__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,none_zero,distilled,int8,1,none,1,1,0,0,13598.7,13626.0,10671.1,12300.0,13598.7,19.733,0.988932,0.003782,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled__q-int8__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled,int8,1,none,1,1,0,1,13598.7,13626.0,7669.4,8606.0,13598.7,20.8051,0.99457,0.002283,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled__q-int8__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,none_zero,distilled,int8,1,none,1,1,1,0,13598.7,13626.0,7983.1,8960.0,13598.7,22.2672,0.984986,0.004388,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled__q-int8__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,none_zero,distilled,int8,1,none,1,1,1,1,13598.7,13626.0,6294.6,7174.0,13598.7,20.5002,0.99806,0.000634,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,none_zero,distilled_fp8,none,0,none,0,1,0,0,15158.7,15520.0,12230.7,13828.0,15158.7,3.0976,0.990029,0.003594,,почти статично / риск «застывания»,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled_fp8,none,0,none,0,1,0,1,15158.7,15520.0,9229.0,10236.0,15158.7,2.5831,0.995303,0.001835,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,none_zero,distilled_fp8,none,0,none,0,1,1,0,15158.7,15520.0,9541.3,10612.0,15158.7,2.3012,0.986327,0.004138,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,none_zero,distilled_fp8,none,0,none,0,1,1,1,15158.7,15520.0,7852.8,8592.0,15158.7,1.9256,0.998437,0.000505,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,none_zero,distilled_fp8,none,0,none,1,1,0,0,15158.7,15520.0,12230.7,13828.0,15158.7,3.7667,0.990029,0.003594,,почти статично / риск «застывания»,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled_fp8,none,0,none,1,1,0,1,15158.7,15520.0,9229.0,10236.0,15158.7,2.582,0.995303,0.001835,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,none_zero,distilled_fp8,none,0,none,1,1,1,0,15158.7,15520.0,9541.3,10612.0,15158.7,2.2256,0.986327,0.004138,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,none_zero,distilled_fp8,none,0,none,1,1,1,1,15158.7,15520.0,7852.8,8592.0,15158.7,2.1872,0.998437,0.000505,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,none_zero,distilled_fp8,none,0,group,0,1,0,0,6157.3,7516.0,6157.3,7516.0,0.0,7.8705,0.990029,0.003594,,почти статично / риск «застывания»,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled_fp8,none,0,group,0,1,0,1,3155.6,3924.0,3155.6,3924.0,0.0,4.793,0.995303,0.001835,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,none_zero,distilled_fp8,none,0,group,0,1,1,0,3468.8,4360.0,3468.8,4360.0,0.0,7.0461,0.986327,0.004138,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,none_zero,distilled_fp8,none,0,group,0,1,1,1,1780.3,2538.0,1780.3,2538.0,0.0,6.7972,0.998437,0.000505,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,none_zero,distilled_fp8,none,0,group,1,1,0,0,6157.3,7516.0,6157.3,7516.0,0.0,5.6193,0.990029,0.003594,,почти статично / риск «застывания»,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled_fp8,none,0,group,1,1,0,1,3155.6,3924.0,3155.6,3924.0,0.0,6.9508,0.995303,0.001835,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,none_zero,distilled_fp8,none,0,group,1,1,1,0,3468.8,4360.0,3468.8,4360.0,0.0,6.7999,0.986327,0.004138,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,none_zero,distilled_fp8,none,0,group,1,1,1,1,1780.3,2538.0,1780.3,2538.0,0.0,4.7589,0.998437,0.000505,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,none_zero,distilled_fp8,none,1,none,0,1,0,0,15158.7,15520.0,12231.2,15246.0,15158.7,11.0662,0.990502,0.00351,,почти статично / риск «застывания»,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; compile визуально не меняет, но в этом запуске сильно замедлил"
text-none_zero__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled_fp8,none,1,none,0,1,0,1,15158.7,15520.0,9229.3,10460.0,15158.7,11.4374,0.995489,0.001754,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил"
text-none_zero__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,none_zero,distilled_fp8,none,1,none,0,1,1,0,15158.7,15520.0,9541.5,10812.0,15158.7,10.5018,0.986353,0.004162,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил"
text-none_zero__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,none_zero,distilled_fp8,none,1,none,0,1,1,1,15158.7,15520.0,7853.0,9026.0,15158.7,9.9073,0.998399,0.000526,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил"
text-none_zero__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,none_zero,distilled_fp8,none,1,none,1,1,0,0,15158.7,15520.0,12231.2,15246.0,15158.7,11.8552,0.990584,0.003459,,почти статично / риск «застывания»,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled_fp8,none,1,none,1,1,0,1,15158.7,15520.0,9229.3,10460.0,15158.7,10.3477,0.995489,0.001754,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,none_zero,distilled_fp8,none,1,none,1,1,1,0,15158.7,15520.0,9541.5,10812.0,15158.7,10.0775,0.986353,0.004162,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,none_zero,distilled_fp8,none,1,none,1,1,1,1,15158.7,15520.0,7853.0,9026.0,15158.7,10.2995,0.998399,0.000526,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,none_zero,distilled_fp8,none,1,group,0,1,0,0,6157.3,7830.0,6157.3,7830.0,0.0,17.6191,0.989988,0.003607,,движение слабое; выглядит почти статично,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; compile визуально не меняет, но в этом запуске сильно замедлил; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,none_zero,distilled_fp8,none,1,group,0,1,0,1,3155.6,4074.0,3155.6,4074.0,0.0,13.8554,0.995133,0.001934,,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
